,words
3576,road sody
3577,road trip
3578,roast beef curtains
3579,robocall
3580,robotrip
3581,rob the cradle
3582,rock a deuce
3583,rocket surgery
3584,rocking
3585,rock out
3586,rocks
3587,Rocks for Jocks
3588,rock-solid
3589,rock star parking
3590,rock up
3591,rod
3592,ROFL
3593,ROFLMFAO
3594,roid rage
3595,roids
3596,roll
3597,rollicking
3598,roll of the dice
3599,roll out
3600,roll over on
3601,roly-poly
3602,romcom
3603,roofie
3604,roofy
3605,rook
3606,roomie
3607,root
3608,rope
3609,ro-sham-bo
3610,rotation
3611,ROTFLMFAO
3612,rough around the edges
3613,rough up
3614,royally
3615,RSN
3616,RT
3617,r-tard
3618,rubber stamp
3619,rubbish
3620,rub one off
3621,rub one out
3622,"rub, the"
3623,ruh-roh
3624,rule
3625,"rules of the game, the"
3626,run
3627,run around
3628,run-down
3629,run it up the flagpole
3630,run off
3631,run train on
3632,rush
3633,Russell the love muscle
3634,rusty bullet hole
3635,rusty trombone
3636,RWNJ
3637,/s
3638,SA Boutique
3639,sack of shit
3640,sack tap
3641,"sack, the"
3642,sad
3643,sad panda
3644,safety school
3645,salad tossing
3646,salary man
3647,sambo
3648,same diff
3649,"same shit, different day"
3650,samolean
3651,S and M
3652,sarnies
3653,sassy
3654,sauced
3655,sausage
3656,sausage fest
3657,sausage party
3658,sawbuck
3659,saw wood
3660,say wha?
3661,sb
3662,scam
3663,scaredy cat
3664,scare shitless
3665,scare the bejeebers out of
3666,scare the bejesus out of
3667,scare the bejibbers out of
3668,scare the crap out of
3669,scare the shit out of
3670,scare up
3671,scary
3672,schizophrenic
3673,schlong
3674,schlong juice
3675,schlort
3676,schlub
3677,schlubby
3678,schmuck
3679,schmutz
3680,schtupp
3681,schwantz
3682,sciced
3683,science project
3684,scissor
3685,sci-ti
3686,SCNR
3687,"scoop, the"
3688,scoot
3689,scootch
3690,scope
3691,scope out
3692,score
3693,score an own goal
3694,scrape together
3695,scratch
3696,scream
3697,screaming
3698,screenie
3699,screw
3700,screwed
3701,screw it
3702,screw up
3703,screw with (one's) head
3704,screwy
3705,scrilla
3706,scrip
3707,scrog
3708,scrub
3709,scrubb
3710,scum-bucket
3711,scum of the earth
3712,scur
3713,sea hag
3714,seal the deal
3715,sec
3716,Sec Def
3717,see
3718,seed
3719,seed money
3720,see you in hell
3721,"see you later, alligator"
3722,selector
3723,self-abuse
3724,selfie
3725,send to the farm
3726,senioritis
3727,service
3728,sesh
3729,set of wheels
3730,set (one) back
3731,set straight
3732,seven figure
3733,sex
3734,sexeh
3735,sexface
3736,sexploit
3737,sexy
3738,sexy beast
3739,sexy time
3740,SFSG
3741,SFW
3742,SGTM
3743,shaddup
3744,shady
3745,shaft
3746,shag
3747,shagged
3748,shagging wagon
3749,shake the dew off (one's) lilly
3750,shake the spizot
3751,shake the spot
3752,shareware
3753,shark week
3754,sharp as a tack
3755,shart
3756,shart (one's self)
3757,shawty
3758,shedload
3759,sheep
3760,sheesh
3761,sheezy
3762,Sheila
3763,sheisty
3764,shelfware
3765,shiesty
3766,shiksa
3767,shindig
3768,shit
3769,shitballs
3770,shit-bat crazy
3771,shit box
3772,shite
3773,shitface
3774,shit-faced
3775,shitfucker
3776,shithead
3777,shit house door on a tuna boat
3778,shitlist
3779,shit-load
3780,shit out of luck
3781,shits and gigs
3782,shit snacking crackers
3783,shits 'n' giggles
3784,"shits, the"
3785,shit stirrer
3786,shit talking
3787,shitter
3788,shitty
3789,shiv
3790,shiz
3791,shiznat
3792,shiznit
3793,"shiznit, the"
3794,shiznut
3795,shizz
3796,shizzle
3797,shlick
3798,shlong
3799,shmacked
3800,shmancy
3801,shmuck
3802,shmup
3803,shnockered
3804,shocker
3805,"shocker, the"
3806,shock jock
3807,shoe-leather
3808,sho'nuff
3809,shook
3810,shoot
3811,shoot (one's) load
3812,shoot (one's self) in the foot
3813,shoot the breeze
3814,shoot the shit
3815,short and sweet
3816,shorty
3817,shotgun
3818,shotter
3819,shoulda
3820,should have done
3821,shove it
3822,shovelware
3823,shove off
3824,show
3825,show (one's) O face
3826,show some teeth
3827,showstopper
3828,shrapnel
3829,shredded
3830,shrinkage
3831,shroom
3832,SHTF
3833,shtick
3834,shut it
3835,shut (one's) barn door
3836,shut (one's) face
3837,shut (one's) flytrap
3838,shut (one's) hole
3839,shut (one's) mouth wide open
3840,shut (one's) pie-hole
3841,shut up
3842,shwasted
3843,shy bladder
3844,sicc
3845,sick
3846,sick as a dog
3847,sick fuck
3848,side hustle
3849,sike
3850,simmer down
3851,simoleon
3852,since Hector was a pup
3853,sing
3854,sinse
3855,sis
3856,sister
3857,sister from another mister
3858,sit bitch
3859,sitch
3860,sit-down
3861,sit on
3862,sit tight
3863,sitting duck
3864,SIU
3865,six
3866,sixer
3867,six feet under
3868,six-figure
3869,six figures
3870,skedaddle
3871,skeered
3872,skeeter
3873,skeeve out
3874,skeevy
3875,skeevy ho
3876,skerred
3877,sketch
3878,sketch balls
3879,sketchy
3880,ski
3881,-ski
3882,skid row
3883,skills
3884,skillz
3885,skin flick
3886,skin flute
3887,skinny-dip
3888,skint
3889,skippy
3890,skrill
3891,skrilla
3892,skull cave
3893,skullet
3894,skullett
3895,skunk weed
3896,skurred
3897,sky daddy
3898,skyrocket
3899,slackass
3900,slack-jaw
3901,slack-jawed
3902,slag off
3903,slam
3904,slam book
3905,slam dance
3906,slammin'
3907,slam piece
3908,slang
3909,slap on the wrist
3910,slap uglies
3911,slap with
3912,Slashdot
3913,sled
3914,sleep around
3915,slimebag
3916,slimeball
3917,slitch
3918,slizzard
3919,slob (one's) knob
3920,slore
3921,sloshed
3922,slow
3923,slumgullion
3924,slumpbuster
3925,slump buster
3926,slunt
3927,slurp the gherkin
3928,slushbox
3929,slut
3930,slutty
3931,smack
3932,smack dab
3933,smack down
3934,smacktard
3935,small potatoes
3936,"small print, the"
3937,smart cookie
3938,"smart money, the"
3939,smarts
3940,smarty
3941,smash and grab
3942,smashed
3943,smashing
3944,smashingly
3945,SMDH
3946,smeg
3947,SMFH
3948,SMH
3949,smoke
3950,smoked
3951,smoke dope
3952,smoke (one's) johnson
3953,smoke on that
3954,smoke out
3955,smoke pot
3956,smoke test
3957,smoke up
3958,smokey
3959,smokey treat
3960,smoking
3961,smoky treat
3962,smoove
3963,smush
3964,smush mitten
3965,snafu
3966,snag
3967,snail mail
3968,snake
3969,snap
3970,snarf
3971,snart
3972,snatch
3973,sneak
3974,sneakernet
3975,snitch
3976,snobby
3977,snog
3978,snooze
3979,snort
3980,snot
3981,snotlocker
3982,snotty
3983,snough
3984,snow
3985,snowbird
3986,snowtograph
3987,snug as a bug in a rug
3988,so-and-so
3989,socialize
3990,sock
3991,sock puppet
3992,sod
3993,sofa king
3994,softie
3995,SOHO
3996,SOL
3997,somewhen
3998,son
3999,son of a bitch
4000,sororiwhore
4001,sorostitute
4002,soul-sucking
4003,soup coolers
4004,soused
4005,south paw
4006,soz
4007,spaghetti code
4008,spam
4009,spamvertize
4010,Spanglish
4011,spank bank
4012,spanking
4013,spank it
4014,spank (one's) monkey
4015,spank the monkey
4016,spare tire
4017,spark up
4018,spaz
4019,spaz out
4020,spearhead
4021,spec
4022,special K
4023,spec-ops
4024,spec out
4025,speed
4026,speedball
4027,spendy
4028,sperg
4029,spidge
4030,spiffy
4031,spike
4032,spill (one's) beans
4033,spin
4034,spit
4035,'splain
4036,spliff
4037,spliffy
4038,split
4039,split with
4040,sploof
4041,spluge
4042,spoiler alert
4043,sponge off
4044,spoof
4045,spooge
4046,spork
4047,sport
4048,"spotlight, the"
4049,spot on
4050,spread
4051,spread-eagle
4052,spring for
4053,spring on
4054,spun
4055,spun out
4056,squawk
4057,squeal
4058,"squits, the"
4059,srs
4060,srs bzns
4061,srsly
4062,sry
4063,SSDD
4064,SSP
4065,"S squared, D squared"
4066,stabby
4067,stack the deck
4068,stage father
4069,stage mother
4070,stage parent
4071,standard issue
4072,stank you
4073,starfish
4074,Stars for Stoners
4075,starter marriage
4076,stash
4077,stat
4078,steamed up
4079,steep
4080,stellar
4081,stem
4082,stems
4083,step
4084,stepdude
4085,step off
4086,step out
4087,stew
4088,stewed
4089,sth
4090,sticker shock
4091,stiffie
4092,stiffy
4093,stink
4094,stink pickle
4095,stink up the place
4096,stock the lake with brown trout
4097,stog
4098,stogie
4099,stoked
4100,stomp
4101,stone cold fox
4102,stoned
4103,stoner
4104,stoop
4105,stoopid
4106,straighten out
4107,straight from the tap
4108,straight up
4109,strange duck
4110,"stranger, the"
4111,strangle the snake
4112,strap
4113,strapped
4114,strapped for cash
4115,strat
4116,strawberry creams
4117,streak
4118,street cred
4119,street smarts
4120,streetwise
4121,stretch
4122,stripper boots
4123,stripper heels
4124,stroke (one's) salami
4125,stroke the salami
4126,stroll
4127,strung out
4128,"stuff, the"
4129,stuffy
4130,stunner
4131,stupid
4132,stupider
4133,stupid for
4134,stupid fresh
4135,styling
4136,suburban assault vehicle
4137,suck
4138,suck a bag of dicks
4139,suck dick
4140,suck down
4141,suck it
4142,suck (one's) dick
4143,suck rocks
4144,suck shit
4145,suck so hard
4146,suck that
4147,suck the big one
4148,suck the golden teat
4149,suck up
4150,sucky
4151,sucky fucky
4152,suds
4153,sugar daddy
4154,sugar honey ice tea
4155,suicide door
4156,suicide lane
4157,suitably small
4158,sum
4159,sup
4160,'sup
4161,"'sup, b?"
4162,superman
4163,supes
4164,sux
4165,swamped
4166,swank
4167,swap
4168,swap out
4169,swear down
4170,sweater meat
4171,sweater puppies
4172,sweet
4173,sweetchious
4174,sweetie
4175,sweetness
4176,sweet sauce
4177,SWF
4178,Swiss-Army chainsaw
4179,SWM
4180,sword fight
4181,syonara
4182,system
4183,SYT
4184,ta
4185,tache
4186,tacky
4187,-tacular
4188,taint
4189,take
4190,take a crap
4191,take a deuce
4192,take a dirt nap
4193,take a dook
4194,take a dookie
4195,take a duke
4196,take a dump
4197,take a leak
4198,take an l
4199,take a piss
4200,take a poop
4201,take a powder
4202,take a shit
4203,take a skeet
4204,take a slash
4205,take a smash
4206,take a squeege
4207,take a squirt
4208,take a whiz
4209,take down
4210,take it easy
4211,take it in the ass
4212,take it outside
4213,take it up the ass
4214,take out
4215,take shit
4216,take the piss
4217,take the plunge
4218,take the temperature
4219,take time to smell the roses
4220,take vertical
4221,take with a grain of salt
4222,takillya
4223,talent
4224,talk back
4225,talk shit
4226,tallywacker
4227,tallywhacker
4228,tampon tunnel
4229,T and A
4230,tango down
4231,tanked
4232,TANSTAAFL
4233,tap ass
4234,tar
4235,tar and feather
4236,tard
4237,tardnation
4238,-tastic
4239,tata
4240,ta-ta
4241,tattie water
4242,tattle tale
4243,tat up
4244,TAY
4245,TBA
4246,TBD
4247,TBH
4248,t'd off
4249,tea bag
4250,tear arse
4251,tear into
4252,tech
4253,techie
4254,Technicolor yawn
4255,technotard
4256,teenth
4257,teeny-tiny
4258,telly
4259,ten
4260,tenner
4261,ten pounds of shit in a five-pound bag
4262,ten-spot
4263,terribad
4264,terrorist fist jab
4265,Texas tea
4266,TFW
4267,T-Giving
4268,tha
4269,Thai stick
4270,thang
4271,that
4272,that's the stuff
4273,that time of the month
4274,the
4275,the carpet matches the curtains
4276,the carpet matches the drapes
4277,the crap out of
4278,them
4279,the mess out of
4280,the shit out of
4281,the snot out of
4282,they
4283,thick
4284,thick as pig-shit
4285,thick as thieves
4286,thick as two short planks
4287,thing
4288,thingamabob
4289,thing-a-majig
4290,think
4291,think (one's) shit don't stink
4292,think the sun shines out of (one's) ass
4293,"third degree, the"
4294,third wheel
4295,thirsty
4296,this and that
4297,this bitch
4298,this mug
4299,"this, that, and the other"
4300,THO
4301,thorny
4302,threads
4303,three-finger salute
4304,three sheets to the wind
4305,threesie
4306,threesome
4307,three-way
4308,throat
4309,throne
4310,throne room
4311,throw a bone
4312,throw a curveball
4313,throw down
4314,throw (one's) hat in the ring
4315,throw the book at
4316,tht
4317,thug
4318,thump
4319,thurr
4320,thx
4321,thxs
4322,TIA
4323,tick
4324,tickle a bug
4325,tickle the ivories
4326,tied up
4327,tie one on
4328,tie the knot
4329,tiger stripe
4330,tiggobitties
4331,tight-ass
4332,tighten (one's) belt
4333,tighties
4334,tightie whities
4335,tig ol' bitty
4336,tig old bitty
4337,time
4338,time of the month
4339,time sink
4340,time travel juice
4341,Tims
4342,ting
4343,TINLA
4344,tired
4345,tit
4346,tits
4347,tittay
4348,tittie Christ
4349,titty
4350,titty bar
4351,titty fuck
4352,tit wank
4353,Tivo
4354,tizight
4355,TJ
4356,tks
4357,TLA
4358,TLC
4359,tldr
4360,tl;dr
4361,tl;wrl
4362,TMK
4363,TO
4364,toasted
4365,to die for
4366,to do
4367,toe jam
4368,toilet
4369,toker
4370,tomo
4371,ton
4372,tongue
4373,tongue-punch
4374,toodaloo
4375,too-da-loo
4376,toodleoo
4377,toodle-oo
4378,toodles
4379,tool
4380,too much
4381,'toon
4382,toonie
4383,tooshy
4384,toot
4385,toot-a-loo
4386,toot (one's) own horn
4387,toots
4388,top dog
4389,top drawer
4390,top heavy
4391,topless
4392,topless meeting
4393,tore up
4394,torqued
4395,tor up
4396,TOS
4397,toss
4398,toss cookies
4399,tossed
4400,tosser
4401,toss (one's) salad
4402,toss salad
4403,toss-up
4404,tote an ass whuppin'
4405,totty
4406,touchdown
4407,tourney
4408,tow up
4409,TPS report
4410,track
4411,track record
4412,tractored
4413,tracts of land
4414,trade last
4415,trailer park trash
4416,trailer trash
4417,training wheels
4418,trainwreck
4419,train wreck
4420,trammy
4421,tramp
4422,tranny
4423,tranq
4424,trans
4425,trash
4426,trashed
4427,trash panda
4428,treat like dog food
4429,tribute picture
4430,trick knee
4431,trig
4432,trip balls
4433,trip out
4434,trippy
4435,trips
4436,trisexual
4437,troops
4438,"trots, the"
4439,trouser gravy
4440,trouser meat
4441,trouser snake
4442,true colors
4443,true dat
4444,trump
4445,tryina
4446,tryna
4447,trynna
4448,trysexual
4449,try to
4450,TT4N
4451,TTBOMK
4452,TTC
4453,TTFN
4454,TTITD
4455,TTYS
4456,TTYT
4457,tube steak
4458,tucker
4459,tuck into
4460,tuckus
4461,tug
4462,tummy
4463,tuna boat
4464,tune out
4465,tune up
4466,turducken
4467,Turkey Day
4468,turn loose
4469,turn on the waterworks
4470,turps
4471,tush
4472,tushie
4473,tushy
4474,tux
4475,TV
4476,TW
4477,twaddle
4478,twankie-fo's
4479,twat
4480,tweak
4481,tweaker
4482,tweek
4483,tweeker
4484,tween
4485,tweep
4486,twenty-four seven
4487,twerp
4488,twig and berries
4489,twigs and berries
4490,"twins, the"
4491,twisted
4492,twit
4493,twitter
4494,twittlefuck
4495,two-ball compound
4496,two-bit
4497,two bits
4498,two cans short of a six pack
4499,"two in the coot, one in the boot"
4500,twunt
4501,txt
4502,type brick
4503,TYSM
4504,TYT
4505,TYVM
4506,u
4507,uber
4508,UC
4509,UFO
4510,ugh
4511,ugly
4512,ugly as sin
4513,ugly stick
4514,uh-huh
4515,uh-uh
4516,u-ie
4517,UL
4518,unbelievabubble
4519,uncool
4520,underground
4521,unders
4522,underwater basket weaving
4523,unfuckupable
4524,unholy
4525,uni
4526,unpossible
4527,unwind
4528,upboat
4529,upchuck
4530,upcycle
4531,up in here
4532,up in (one's) grill
4533,up (one's) butt
4534,up (one's) duff
4535,up (one's) nose with a rubber hose
4536,upper decker
4537,Upper Rubber Boot
4538,up the duff
4539,up the wazoo
4540,up to
4541,up to (one's) nose in
4542,up yours
4543,ur
4544,urp
4545,use
4546,UYB
4547,V
4548,vaca
4549,vag
4550,Vagina Slime
4551,vagine
4552,vagoo
4553,vajayjay
4554,va-jay-jay
4555,vajizzle
4556,vamoose
4557,vaporware
4558,veggie
4559,vegitate
4560,veg out
4561,verb
4562,vertical
4563,vexed
4564,vid
4565,-ville
4566,vinegar strokes
4567,vinegar syndrome
4568,vio
4569,virgin
4570,vote for
4571,VPL
4572,vulture capitalist
4573,w
4574,w00t
4575,wackadoodle
4576,wacked out
4577,wack it
4578,wacky tobaccy
4579,wahmbulance
4580,wail
4581,wail on
4582,waist deep
4583,wait hand and foot
4584,wake and bake
4585,walk
4586,walkie
4587,"walk of shame, the"
4588,walled garden
4589,Wally World
4590,wang
4591,wank
4592,wanker
4593,wankered
4594,wank it
4595,wank off
4596,want a piece of
4597,warez
4598,warrant wagon
4599,wasbian
4600,WASP
4601,WASPy
4602,wassap
4603,wassup
4604,waste
4605,wasted
4606,wat
4607,watering hole
4608,"waterworks, the"
4609,wavey
4610,wax the carrot
4611,wax the dolphin
4612,way
4613,wazzock
4614,WBS
4615,WDYT
4616,we
4617,W/E
4618,weak
4619,weapons-grade
4620,weasel word
4621,webinar
4622,wedding tackle
4623,weirdo
4624,weird out
4625,well hung
4626,wen
4627,wet blanket
4628,wet burp
4629,wetware
4630,WFH
4631,WFM
4632,WGAF
4633,wha-cha-ma-call-it
4634,whacked
4635,whacked out
4636,whack it
4637,whack off
4638,whaddaya
4639,whaddya
4640,whadja
4641,whale tail
4642,whatcha
4643,what-cha-ma-call-it
4644,whatchamadingy
4645,whatever's clever
4646,what in the hell
4647,what it says on the tin
4648,what's cooking?
4649,what's crackin'?
4650,what's cracking?
4651,what's-her-face
4652,whatshername
4653,what's poppin?
4654,what's the dilly?
4655,what's the dizzle?
4656,what's the haps?
4657,what's the rumpus?
4658,what's up
4659,what the fuck
4660,what the hell
4661,what up?
4662,wheels of steel
4663,whipped
4664,whipper-snapper
4665,whippet
4666,whirlybird
4667,whisker biscuit
4668,whiskey dick
4669,whispering eye
4670,white
4671,white bread
4672,white trash
4673,whitewash
4674,whiz
4675,whiz-bang
4676,whoop (one's) ass
4677,whoopty do
4678,whoosh
4679,whooty
4680,whore
4681,whorehouse
4682,whosawhatsit
4683,who's your daddy
4684,whup
4685,wicked
4686,widger
4687,widget
4688,wif
4689,wife-beater
4690,wigged out
4691,wild out on
4692,willie
4693,Winblows
4694,Windoze
4695,wind up
4696,windy
4697,wingman
4698,winks
4699,winky
4700,winner
4701,wino
4702,WIP
4703,wiped out
4704,wipper-snapper
4705,wise guy
4706,wisnae
4707,wit
4708,wit da quickness
4709,wizard
4710,w/o
4711,wolf down
4712,women's trouble
4713,womp womp
4714,womyn
4715,wonk
4716,woot
4717,woozy
4718,word
4719,word hole
4720,workaround
4721,workation
4722,workcation
4723,work it
4724,work (one's) ass off
4725,work (one's) butt off
4726,work (one's) fingers to the bone
4727,work over
4728,"works, the"
4729,work up
4730,worm out of
4731,WOTD
4732,wounded soldier
4733,wow
4734,wowie zowie
4735,WOYM
4736,wrap up
4737,wrecked
4738,wrench
4739,write-only code
4740,WTF
4741,wuss
4742,wussup
4743,wut
4744,wuz
4745,wwg1wga
4746,wyd
4747,x
4748,"'x' factor, the"
4749,Xmas
4750,XTL
4751,y
4752,y2k
4753,ya
4754,yabo
4755,yack
4756,yada
4757,yahoo
4758,yak
4759,y'all
4760,ya mean
4761,YANAL
4762,yank (one's) chain
4763,yank (one's) crank
4764,yarf
4765,yea
4766,yeah
4767,"yeah, no"
4768,yeah right
4769,yello
4770,yeppers
4771,yer
4772,yers
4773,yes man
4774,yessum
4775,yewy
4776,YHBT
4777,ying-yang
4778,yippee
4779,yippee ki-yay
4780,yis
4781,yiss
4782,yisss
4783,YMMV
4784,yo
4785,yoink
4786,yoked out
4787,yokel
4788,YOLO
4789,yoo-ee
4790,YooKay
4791,you
4792,"you go, girl"
4793,you-know-what
4794,younger model
4795,your boy
4796,your mamma
4797,your mileage may vary
4798,your mom
4799,your other left
4800,your other right
4801,YSK
4802,yt?
4803,yuck
4804,yuck it up
4805,yummy mummy
4806,YW
4807,-z
4808,za
4809,Zanny
4810,zany
4811,zero dark thirty
4812,zero in on
4813,zinger
4814,zip
4815,zip it
4816,zippo
4817,zippy
4818,zit
4819,zombie
4820,zomfg
4821,zonked out
4822,zoot
4823,zooted
4824,zories
4825,zounds
4826,z's
4827,zwa
